Country,Year,Sex,NCD_Mortality,IndicatorName,CountryCode,Risk_Level,Continent
Micronesia (Federated States of),2017,Both sexes,963.4,Age-standardized NCD mortality rate  (per 100 000 population),FSM,High,
Eswatini,2017,Both sexes,988.8,Age-standardized NCD mortality rate  (per 100 000 population),SWZ,High,
Kiribati,2016,Both sexes,1050.0,Age-standardized NCD mortality rate  (per 100 000 population),KIR,High,
Lesotho,2016,Both sexes,1047.0,Age-standardized NCD mortality rate  (per 100 000 population),LSO,High,
Japan,2016,Both sexes,231.0,Age-standardized NCD mortality rate  (per 100 000 population),JPN,Low,
Singapore,2016,Both sexes,239.4,Age-standardized NCD mortality rate  (per 100 000 population),SGP,Low,
Peru,2016,Both sexes,263.1,Age-standardized NCD mortality rate  (per 100 000 population),PER,Low,
Republic of Korea,2016,Both sexes,258.3,Age-standardized NCD mortality rate  (per 100 000 population),KOR,Low,
Kuwait,2016,Both sexes,278.3,Age-standardized NCD mortality rate  (per 100 000 population),KWT,Low,
Switzerland,2016,Both sexes,279.3,Age-standardized NCD mortality rate  (per 100 000 population),CHE,Low,
Australia,2016,Both sexes,292.1,Age-standardized NCD mortality rate  (per 100 000 population),AUS,Low,Oceania
France,2016,Both sexes,292.0,Age-standardized NCD mortality rate  (per 100 000 population),FRA,Low,
Italy,2016,Both sexes,293.6,Age-standardized NCD mortality rate  (per 100 000 population),ITA,Low,
Israel,2016,Both sexes,296.0,Age-standardized NCD mortality rate  (per 100 000 population),ISR,Low,
Luxembourg,2016,Both sexes,297.2,Age-standardized NCD mortality rate  (per 100 000 population),LUX,Low,
Spain,2016,Both sexes,297.8,Age-standardized NCD mortality rate  (per 100 000 population),ESP,Low,
Iceland,2016,Both sexes,309.9,Age-standardized NCD mortality rate  (per 100 000 population),ISL,Low,
Norway,2016,Both sexes,308.3,Age-standardized NCD mortality rate  (per 100 000 population),NOR,Low,
Puerto Rico,2016,Both sexes,322.4,Age-standardized NCD mortality rate  (per 100 000 population),PRI,Low,
Canada,2016,Both sexes,316.9,Age-standardized NCD mortality rate  (per 100 000 population),CAN,Low,North America
New Zealand,2016,Both sexes,317.2,Age-standardized NCD mortality rate  (per 100 000 population),NZL,Low,
Sweden,2016,Both sexes,316.5,Age-standardized NCD mortality rate  (per 100 000 population),SWE,Low,
Malta,2016,Both sexes,317.9,Age-standardized NCD mortality rate  (per 100 000 population),MLT,Low,
Cyprus,2016,Both sexes,333.6,Age-standardized NCD mortality rate  (per 100 000 population),CYP,Low,
Costa Rica,2016,Both sexes,325.1,Age-standardized NCD mortality rate  (per 100 000 population),CRI,Low,
Belgium,2016,Both sexes,330.0,Age-standardized NCD mortality rate  (per 100 000 population),BEL,Low,
Chile,2016,Both sexes,340.5,Age-standardized NCD mortality rate  (per 100 000 population),CHL,Low,
Ireland,2016,Both sexes,339.7,Age-standardized NCD mortality rate  (per 100 000 population),IRL,Low,
Portugal,2016,Both sexes,339.8,Age-standardized NCD mortality rate  (per 100 000 population),PRT,Low,
Austria,2016,Both sexes,340.8,Age-standardized NCD mortality rate  (per 100 000 population),AUT,Low,
Netherlands (Kingdom of the),2016,Both sexes,340.0,Age-standardized NCD mortality rate  (per 100 000 population),NLD,Low,
United Arab Emirates,2016,Both sexes,345.4,Age-standardized NCD mortality rate  (per 100 000 population),ARE,Low,
Greece,2016,Both sexes,345.3,Age-standardized NCD mortality rate  (per 100 000 population),GRC,Low,
Finland,2016,Both sexes,351.5,Age-standardized NCD mortality rate  (per 100 000 population),FIN,Low,
Slovenia,2016,Both sexes,349.7,Age-standardized NCD mortality rate  (per 100 000 population),SVN,Low,
United Kingdom of Great Britain and Northern Ireland,2016,Both sexes,352.0,Age-standardized NCD mortality rate  (per 100 000 population),GBR,Low,
Thailand,2016,Both sexes,364.7,Age-standardized NCD mortality rate  (per 100 000 population),THA,Low,
Germany,2016,Both sexes,365.0,Age-standardized NCD mortality rate  (per 100 000 population),DEU,Low,Europe
Denmark,2016,Both sexes,364.6,Age-standardized NCD mortality rate  (per 100 000 population),DNK,Low,
Panama,2016,Both sexes,365.6,Age-standardized NCD mortality rate  (per 100 000 population),PAN,Low,
Lebanon,2016,Both sexes,384.7,Age-standardized NCD mortality rate  (per 100 000 population),LBN,Low,
Nicaragua,2016,Both sexes,392.0,Age-standardized NCD mortality rate  (per 100 000 population),NIC,Low,
Colombia,2016,Both sexes,389.1,Age-standardized NCD mortality rate  (per 100 000 population),COL,Low,
Ecuador,2016,Both sexes,400.9,Age-standardized NCD mortality rate  (per 100 000 population),ECU,Moderate,
Jordan,2016,Both sexes,405.4,Age-standardized NCD mortality rate  (per 100 000 population),JOR,Moderate,
United States of America,2016,Both sexes,405.9,Age-standardized NCD mortality rate  (per 100 000 population),USA,Moderate,
Cuba,2016,Both sexes,418.4,Age-standardized NCD mortality rate  (per 100 000 population),CUB,Moderate,
Czechia,2016,Both sexes,425.8,Age-standardized NCD mortality rate  (per 100 000 population),CZE,Moderate,
Qatar,2016,Both sexes,441.9,Age-standardized NCD mortality rate  (per 100 000 population),QAT,Moderate,
Cabo Verde,2016,Both sexes,444.4,Age-standardized NCD mortality rate  (per 100 000 population),CPV,Moderate,
Belize,2016,Both sexes,438.6,Age-standardized NCD mortality rate  (per 100 000 population),BLZ,Moderate,
Iran (Islamic Republic of),2016,Both sexes,446.1,Age-standardized NCD mortality rate  (per 100 000 population),IRN,Moderate,
Argentina,2016,Both sexes,447.9,Age-standardized NCD mortality rate  (per 100 000 population),ARG,Moderate,
Uruguay,2016,Both sexes,453.3,Age-standardized NCD mortality rate  (per 100 000 population),URY,Moderate,
Saint Lucia,2016,Both sexes,452.4,Age-standardized NCD mortality rate  (per 100 000 population),LCA,Moderate,
Dominican Republic,2016,Both sexes,460.2,Age-standardized NCD mortality rate  (per 100 000 population),DOM,Moderate,
El Salvador,2016,Both sexes,456.5,Age-standardized NCD mortality rate  (per 100 000 population),SLV,Moderate,
Croatia,2016,Both sexes,461.8,Age-standardized NCD mortality rate  (per 100 000 population),HRV,Moderate,
Bangladesh,2016,Both sexes,474.6,Age-standardized NCD mortality rate  (per 100 000 population),BGD,Moderate,
Tunisia,2016,Both sexes,466.1,Age-standardized NCD mortality rate  (per 100 000 population),TUN,Moderate,
Saudi Arabia,2016,Both sexes,469.6,Age-standardized NCD mortality rate  (per 100 000 population),SAU,Moderate,
Estonia,2016,Both sexes,467.8,Age-standardized NCD mortality rate  (per 100 000 population),EST,Moderate,
Poland,2016,Both sexes,465.5,Age-standardized NCD mortality rate  (per 100 000 population),POL,Moderate,
Mexico,2016,Both sexes,466.6,Age-standardized NCD mortality rate  (per 100 000 population),MEX,Moderate,
United Republic of Tanzania,2016,Both sexes,484.3,Age-standardized NCD mortality rate  (per 100 000 population),TZA,Moderate,
Ethiopia,2016,Both sexes,478.3,Age-standardized NCD mortality rate  (per 100 000 population),ETH,Moderate,
Sri Lanka,2016,Both sexes,482.6,Age-standardized NCD mortality rate  (per 100 000 population),LKA,Moderate,
Paraguay,2016,Both sexes,477.0,Age-standardized NCD mortality rate  (per 100 000 population),PRY,Moderate,
Maldives,2016,Both sexes,482.6,Age-standardized NCD mortality rate  (per 100 000 population),MDV,Moderate,
Barbados,2016,Both sexes,480.2,Age-standardized NCD mortality rate  (per 100 000 population),BRB,Moderate,
Brazil,2016,Both sexes,480.6,Age-standardized NCD mortality rate  (per 100 000 population),BRA,Moderate,South America
Nigeria,2016,Both sexes,486.8,Age-standardized NCD mortality rate  (per 100 000 population),NGA,Moderate,
Brunei Darussalam,2016,Both sexes,489.1,Age-standardized NCD mortality rate  (per 100 000 population),BRN,Moderate,
Slovakia,2016,Both sexes,491.3,Age-standardized NCD mortality rate  (per 100 000 population),SVK,Moderate,
Bhutan,2016,Both sexes,497.8,Age-standardized NCD mortality rate  (per 100 000 population),BTN,Moderate,
Guatemala,2016,Both sexes,498.3,Age-standardized NCD mortality rate  (per 100 000 population),GTM,Moderate,
Mauritania,2016,Both sexes,512.1,Age-standardized NCD mortality rate  (per 100 000 population),MRT,Moderate,
Türkiye,2016,Both sexes,514.9,Age-standardized NCD mortality rate  (per 100 000 population),TUR,Moderate,
Bosnia and Herzegovina,2016,Both sexes,512.3,Age-standardized NCD mortality rate  (per 100 000 population),BIH,Moderate,
Kenya,2016,Both sexes,522.9,Age-standardized NCD mortality rate  (per 100 000 population),KEN,Moderate,Africa
China,2016,Both sexes,521.7,Age-standardized NCD mortality rate  (per 100 000 population),CHN,Moderate,Asia
Algeria,2016,Both sexes,530.7,Age-standardized NCD mortality rate  (per 100 000 population),DZA,Moderate,
Malaysia,2016,Both sexes,525.6,Age-standardized NCD mortality rate  (per 100 000 population),MYS,Moderate,
Suriname,2016,Both sexes,529.6,Age-standardized NCD mortality rate  (per 100 000 population),SUR,Moderate,
Montenegro,2016,Both sexes,531.8,Age-standardized NCD mortality rate  (per 100 000 population),MNE,Moderate,
Albania,2016,Both sexes,527.9,Age-standardized NCD mortality rate  (per 100 000 population),ALB,Moderate,
Antigua and Barbuda,2016,Both sexes,528.1,Age-standardized NCD mortality rate  (per 100 000 population),ATG,Moderate,
Trinidad and Tobago,2016,Both sexes,534.8,Age-standardized NCD mortality rate  (per 100 000 population),TTO,Moderate,
Uganda,2016,Both sexes,540.9,Age-standardized NCD mortality rate  (per 100 000 population),UGA,Moderate,Africa
Bolivia (Plurinational State of),2016,Both sexes,535.2,Age-standardized NCD mortality rate  (per 100 000 population),BOL,Moderate,
South Sudan,2016,Both sexes,536.0,Age-standardized NCD mortality rate  (per 100 000 population),SSD,Moderate,
Venezuela (Bolivarian Republic of),2016,Both sexes,538.7,Age-standardized NCD mortality rate  (per 100 000 population),VEN,Moderate,
Saint Vincent and the Grenadines,2016,Both sexes,543.4,Age-standardized NCD mortality rate  (per 100 000 population),VCT,Moderate,
Equatorial Guinea,2016,Both sexes,548.3,Age-standardized NCD mortality rate  (per 100 000 population),GNQ,Moderate,
Nepal,2016,Both sexes,545.7,Age-standardized NCD mortality rate  (per 100 000 population),NPL,Moderate,
Iraq,2016,Both sexes,549.6,Age-standardized NCD mortality rate  (per 100 000 population),IRQ,Moderate,
Libya,2016,Both sexes,562.5,Age-standardized NCD mortality rate  (per 100 000 population),LBY,Moderate,
Bahamas,2016,Both sexes,562.6,Age-standardized NCD mortality rate  (per 100 000 population),BHS,Moderate,
Lithuania,2016,Both sexes,557.7,Age-standardized NCD mortality rate  (per 100 000 population),LTU,Moderate,
Timor-Leste,2016,Both sexes,565.6,Age-standardized NCD mortality rate  (per 100 000 population),TLS,Moderate,
Hungary,2016,Both sexes,565.2,Age-standardized NCD mortality rate  (per 100 000 population),HUN,Moderate,
Mauritius,2016,Both sexes,569.8,Age-standardized NCD mortality rate  (per 100 000 population),MUS,Moderate,
Latvia,2016,Both sexes,565.9,Age-standardized NCD mortality rate  (per 100 000 population),LVA,Moderate,
Niger,2016,Both sexes,581.8,Age-standardized NCD mortality rate  (per 100 000 population),NER,Moderate,
Viet Nam,2016,Both sexes,582.3,Age-standardized NCD mortality rate  (per 100 000 population),VNM,Moderate,
India,2016,Both sexes,579.5,Age-standardized NCD mortality rate  (per 100 000 population),IND,Moderate,Asia
Romania,2016,Both sexes,580.2,Age-standardized NCD mortality rate  (per 100 000 population),ROU,Moderate,
Liberia,2016,Both sexes,591.2,Age-standardized NCD mortality rate  (per 100 000 population),LBR,Moderate,
Seychelles,2016,Both sexes,593.6,Age-standardized NCD mortality rate  (per 100 000 population),SYC,Moderate,
Tajikistan,2016,Both sexes,589.5,Age-standardized NCD mortality rate  (per 100 000 population),TJK,Moderate,
Sao Tome and Principe,2016,Both sexes,601.7,Age-standardized NCD mortality rate  (per 100 000 population),STP,Moderate,
"occupied Palestinian territory, including east Jerusalem",2016,Both sexes,601.5,Age-standardized NCD mortality rate  (per 100 000 population),PSE,Moderate,
Comoros,2016,Both sexes,607.9,Age-standardized NCD mortality rate  (per 100 000 population),COM,Moderate,
Senegal,2016,Both sexes,614.5,Age-standardized NCD mortality rate  (per 100 000 population),SEN,Moderate,
Zambia,2016,Both sexes,612.4,Age-standardized NCD mortality rate  (per 100 000 population),ZMB,Moderate,
Sudan,2016,Both sexes,607.7,Age-standardized NCD mortality rate  (per 100 000 population),SDN,Moderate,
Rwanda,2016,Both sexes,608.9,Age-standardized NCD mortality rate  (per 100 000 population),RWA,Moderate,Africa
Azerbaijan,2016,Both sexes,608.5,Age-standardized NCD mortality rate  (per 100 000 population),AZE,Moderate,
Serbia,2016,Both sexes,605.7,Age-standardized NCD mortality rate  (per 100 000 population),SRB,Moderate,
Djibouti,2016,Both sexes,618.0,Age-standardized NCD mortality rate  (per 100 000 population),DJI,Moderate,
Morocco,2016,Both sexes,623.4,Age-standardized NCD mortality rate  (per 100 000 population),MAR,Moderate,
North Macedonia,2016,Both sexes,624.9,Age-standardized NCD mortality rate  (per 100 000 population),MKD,Moderate,
Chad,2016,Both sexes,633.3,Age-standardized NCD mortality rate  (per 100 000 population),TCD,Moderate,
Angola,2016,Both sexes,631.8,Age-standardized NCD mortality rate  (per 100 000 population),AGO,Moderate,
Benin,2016,Both sexes,627.4,Age-standardized NCD mortality rate  (per 100 000 population),BEN,Moderate,
Armenia,2016,Both sexes,626.0,Age-standardized NCD mortality rate  (per 100 000 population),ARM,Moderate,
Bulgaria,2016,Both sexes,629.6,Age-standardized NCD mortality rate  (per 100 000 population),BGR,Moderate,
Botswana,2016,Both sexes,636.6,Age-standardized NCD mortality rate  (per 100 000 population),BWA,Moderate,
Gambia,2016,Both sexes,644.3,Age-standardized NCD mortality rate  (per 100 000 population),GMB,Moderate,
Namibia,2016,Both sexes,635.6,Age-standardized NCD mortality rate  (per 100 000 population),NAM,Moderate,
Honduras,2016,Both sexes,635.8,Age-standardized NCD mortality rate  (per 100 000 population),HND,Moderate,
Ghana,2016,Both sexes,637.3,Age-standardized NCD mortality rate  (per 100 000 population),GHA,Moderate,
South Africa,2016,Both sexes,640.9,Age-standardized NCD mortality rate  (per 100 000 population),ZAF,Moderate,
Cote d'Ivoire,2016,Both sexes,646.8,Age-standardized NCD mortality rate  (per 100 000 population),CIV,Moderate,
Burundi,2016,Both sexes,648.7,Age-standardized NCD mortality rate  (per 100 000 population),BDI,Moderate,
Sierra Leone,2016,Both sexes,646.1,Age-standardized NCD mortality rate  (per 100 000 population),SLE,Moderate,
Tonga,2016,Both sexes,652.1,Age-standardized NCD mortality rate  (per 100 000 population),TON,Moderate,
Oman,2016,Both sexes,649.1,Age-standardized NCD mortality rate  (per 100 000 population),OMN,Moderate,
Bahrain,2016,Both sexes,647.6,Age-standardized NCD mortality rate  (per 100 000 population),BHR,Moderate,
Belarus,2016,Both sexes,647.0,Age-standardized NCD mortality rate  (per 100 000 population),BLR,Moderate,
Congo,2016,Both sexes,658.8,Age-standardized NCD mortality rate  (per 100 000 population),COG,Moderate,
Mali,2016,Both sexes,664.9,Age-standardized NCD mortality rate  (per 100 000 population),MLI,Moderate,
Guinea,2016,Both sexes,662.0,Age-standardized NCD mortality rate  (per 100 000 population),GIN,Moderate,
Malawi,2016,Both sexes,659.1,Age-standardized NCD mortality rate  (per 100 000 population),MWI,Moderate,
Democratic People's Republic of Korea,2016,Both sexes,665.0,Age-standardized NCD mortality rate  (per 100 000 population),PRK,Moderate,
Ukraine,2016,Both sexes,659.5,Age-standardized NCD mortality rate  (per 100 000 population),UKR,Moderate,
Yemen,2016,Both sexes,669.1,Age-standardized NCD mortality rate  (per 100 000 population),YEM,Moderate,
Gabon,2016,Both sexes,673.0,Age-standardized NCD mortality rate  (per 100 000 population),GAB,Moderate,
Kyrgyzstan,2016,Both sexes,670.5,Age-standardized NCD mortality rate  (per 100 000 population),KGZ,Moderate,
Indonesia,2016,Both sexes,670.9,Age-standardized NCD mortality rate  (per 100 000 population),IDN,Moderate,
